"","Prov.Name","Province","District","Secteur","Cellule","Village","HH","Dist.Water","Vaccinated","HH.Size","HH.Size.Adult","Prim.School.M","Prim.School.F","Birth.Weight"
"23","North","Amajyaruguru","Burera","Bungwe","Tumba","Murambo",141,2.68569793729183,0.86235683252137,3.06977042856836,1,0.120125640845094,0.123244893813198,2.98818900180906
"24","North","Amajyaruguru","Burera","Bungwe","Tumba","Mutungo",76,1.77859358616255,0.939397315468653,4.03871945429839,1,0.124614514455001,0.0608617708621553,3.26639750625389
"25","North","Amajyaruguru","Burera","Bungwe","Tumba","Nama",115,1.89384391879287,0.884669105457253,3.67390586314516,1,0.163281486499411,0.140148885634823,3.35530315978138
"26","North","Amajyaruguru","Burera","Bungwe","Tumba","Nyarukore",147,2.70713657686902,0.88096526196491,5.36892859967509,1.57848921059936,0.111271441122989,0.0744324719836547,3.11928195402999
"27","North","Amajyaruguru","Burera","Bungwe","Tumba","Tumba",168,2.78031752892846,0.947051236875517,5.64400149593675,2.39252604521248,0.112253489067759,0.0504197578558399,3.23527736124479
"28","North","Amajyaruguru","Burera","Butaro","Gatsibo","Gafumba",77,2.2465024917887,0.941099743941395,5.19487630804323,2.16529744806726,0.149520324883935,0.0586545785160325,3.15032104042462
"29","North","Amajyaruguru","Burera","Butaro","Gatsibo","Gahuye",91,2.77311972765711,0.855762773489537,5.28901886840173,2.8520542206686,0.18546430417474,0.0454157289041562,3.13482830018573
"30","North","Amajyaruguru","Burera","Butaro","Gatsibo","Gasebeya",103,3.1849449072193,0.915428312452684,2.43336242375966,1,0.179562860456152,0.0814138215706444,2.92736169157913
"31","North","Amajyaruguru","Burera","Butaro","Gatsibo","Gatare",123,1.45017542681348,1,5.10969523755795,2.0142229740093,0.151526414764798,0.108663785032266,3.55217014711277
"32","North","Amajyaruguru","Burera","Butaro","Gatsibo","Gatovu",124,3.10679061662112,0.908592596456429,6.08893891651654,2.80768599356261,0.223536483098794,0.180386167302847,3.0752589553232
"33","North","Amajyaruguru","Burera","Butaro","Gatsibo","Kadehero",100,1.1553777980581,0.975524988878743,1.86036012415041,1,0.170248431803287,0.0918653269322824,3.33723789665911
"34","North","Amajyaruguru","Burera","Butaro","Gatsibo","Kagano",111,2.68327639919276,1,4.45423322155143,1,0.118254645477051,0.141699959917685,2.82474679722334
"35","North","Amajyaruguru","Burera","Butaro","Gatsibo","Kaniga",106,2.21518306359434,0.93368339086882,4.20639403597274,1,0.161650645794076,0.0663011312832686,3.05172120754545
"36","North","Amajyaruguru","Burera","Butaro","Gatsibo","Kanyoni",126,1.98268347134632,0.936599530068283,4.35173786830535,1,0.0378611700529975,0.0767703565150363,2.87753917052883
"37","North","Amajyaruguru","Burera","Butaro","Gatsibo","Kindoyi",86,2.22207738688242,0.902243511443969,5.55664715365737,2.9502373628379,0.137553992126072,0.0653110794921426,3.28924859862376
"38","North","Amajyaruguru","Burera","Butaro","Gatsibo","Murambi",76,1.81831029414671,0.86706861333882,4.90127282905957,1.17536649590466,0.0968094200125865,0.200543910634685,2.93283686570608
"39","North","Amajyaruguru","Burera","Butaro","Gatsibo","Rubonobono",108,2.16205126377875,0.849623233074585,4.96243812958917,1.6611083950193,0.0763293600954036,0.121623180279465,3.68148339713258
"40","North","Amajyaruguru","Burera","Butaro","Gatsibo","Rwabutama",87,0.242148873583146,0.948615896441097,4.16252839441602,1,0.134242186515982,0.0352761776220206,3.39501203024103
"41","North","Amajyaruguru","Burera","Butaro","Gatsibo","Rweru",106,2.29464968046455,1,5.93413247796996,2.21902273359245,0.160216387052701,0.152578791952024,2.89993463831996
"42","North","Amajyaruguru","Burera","Butaro","Mubuga","Biyove",79,1.00990689933917,1,5.52328996697363,1.39996417178895,0.095351911631121,0.111848493040546,3.69680861380088
"43","North","Amajyaruguru","Burera","Butaro","Mubuga","Bugeme",121,2.26039714550798,0.850601648203253,4.49379891512868,1,0.189541915786083,0.167042961665335,2.96133465808787
"44","North","Amajyaruguru","Burera","Butaro","Mubuga","Gacyamo",87,1.75426749184137,0.942937784901204,6.4574849797866,3.23601303260174,0.176243206801698,0.118453589087927,2.88355384502777
"45","North","Amajyaruguru","Burera","Butaro","Mubuga","Kirwa",97,1.13784999423374,0.857969082174536,3.33212244602208,1,0.115970214163635,0.127324205489057,3.21628024861241
"46","North","Amajyaruguru","Burera","Butaro","Mubuga","Mulindi",74,3.82420608479412,0.931279109366593,6.76486754238687,3.51708318729119,0.157235121266664,0.22945348334838,2.58702269421743
"47","North","Amajyaruguru","Burera","Butaro","Mubuga","Murambi",110,2.379849371163,0.862902734947902,2.36727810495614,1,0.0733285629289518,0.124112620654473,3.00647893565293
"48","North","Amajyaruguru","Burera","Butaro","Mubuga","Musenyi",89,0.724395170661766,1,1.16290841187977,1,0.136725266130723,0.177183177560392,3.72059304974789
"49","North","Amajyaruguru","Burera","Butaro","Mubuga","Nyanamo",60,2.64925690926622,0.890960940142158,4.52491899599243,1,0.0887456700761902,0.0838099506614133,3.21447853949475
"50","North","Amajyaruguru","Burera","Butaro","Mubuga","Rupangu",79,0.918136759886936,0.827688702838887,5.78181004254471,3.38287865682027,0.0631647132872886,0.144306561338232,3.59627811218211
"51","North","Amajyaruguru","Burera","Butaro","Mubuga","Ryakagundu",109,2.41818826789263,0.855644504313119,4.1453447603357,1,0.0448316369618517,0.125264210858943,3.44681843347066
"52","North","Amajyaruguru","Burera","Butaro","Mubuga","Ryanturege",117,2.2946164189784,0.967181666318103,2.93457291407093,1,0.169355834268606,0.124261824810373,2.98134860027652
"53","North","Amajyaruguru","Burera","Butaro","Muhotora","Bukaragata",85,2.28403378886498,0.801000095994807,4.55877425783058,1,0.0754774516361762,0.145740769391225,2.38696496349595
"54","North","Amajyaruguru","Burera","Butaro","Muhotora","Cyahera",59,1.89785646543753,0.848191721685467,3.69058874780967,1,0.136679598036503,0.140183452385168,2.67030760471455
"55","North","Amajyaruguru","Burera","Butaro","Muhotora","Gahunge",55,2.11297539635275,0.95260843994527,5.06344863490987,1.88507049123361,0.0799401631589909,0.0762528829405208,3.62790286236695
"56","North","Amajyaruguru","Burera","Butaro","Muhotora","Kabere",102,1.69319642103673,0.933842141374218,5.89942533954198,2.59997417728411,0.18822270305948,0.139121334241641,3.08581170808483
"57","North","Amajyaruguru","Burera","Butaro","Muhotora","Karambi",61,2.1302143129573,0.937707497450706,2.39871562494487,1,0.188103091072324,0.140464794715899,2.8769581137516
"58","North","Amajyaruguru","Burera","Butaro","Muhotora","Kibande",76,1.6363972852116,0.986563235208927,3.02599685562529,1,0.121189987447097,0.0941374147268469,2.91164047992723
"59","North","Amajyaruguru","Burera","Butaro","Muhotora","Kindege",60,1.92795892338963,0.926614761562958,3.33316286158431,1,0.125814961669198,0.0224622773865228,3.25380880745154
"60","North","Amajyaruguru","Burera","Butaro","Muhotora","Murambo",84,2.43213895074048,0.959092969289312,5.76888016684664,2.05666355622287,0.144398092159714,0.0156095142320477,2.816375991444
"61","North","Amajyaruguru","Burera","Butaro","Muhotora","Murwa",115,1.14103077671453,0.902320709410579,2.89809469196692,1,0.0601781196536784,0.0938633397267062,3.42106459650695
"62","North","Amajyaruguru","Burera","Butaro","Muhotora","Rugandu",45,2.54899376260175,0.989927494499831,3.27616041373629,1,0.104303614122044,0.0955195090328458,2.70387359172243
"63","North","Amajyaruguru","Burera","Butaro","Muhotora","Taba",113,2.47425358966075,0.924193058876701,1.6649964761551,1,0.185471286836813,0.0845753888543167,2.7266465168422
"64","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Burambira",97,1.45573126809764,0.970982289106991,3.54125140582029,1,0.00685136617027293,0.103389127962364,3.21688539778805
"65","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Gaceceri",108,2.12213510739959,0.905236917420712,6.1061729721143,2.92970265072397,0.134054412234457,0.0977223313565665,2.78776780865048
"66","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Gahira",70,2.20253299711827,0.95744447865476,3.01570391839154,1,0.0695810416032867,0.12947435466869,3.06864071173345
"67","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Gari",78,2.46298449319006,0.838327252540364,3.6124496112576,1,0.0657244345670147,0.0988827107993554,3.04828235650273
"68","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Gasiza",109,1.53850867474221,0.895603172910964,5.53965486334459,1.9526183635613,0.145756993804255,0.160048229068402,3.08536574079921
"69","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Gitovu",140,2.49820272248771,0.993053116946474,5.26204850492054,2.108506002402,0.0956844562568455,0.204096951395881,2.9587532095964
"70","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Karingorera",105,2.93824789366064,0.904275845881405,3.51259322382595,1,0.0832763775966363,0.120372130729396,2.94007214045195
"71","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Kibingo",88,2.66571597372782,0.994670066608745,5.51462300326182,2.24709483001774,0.101759833468986,0.113438653800398,3.04427143979474
"72","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Kiringa",129,2.96535373529117,0.950065411961958,5.21834118332173,1.55428201334791,0.126937557468709,0.0768335674306069,2.52305741348778
"73","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Murwa",157,1.42243839283914,0.876687822128969,7.86558707322799,4.83091462838442,0.139174755025627,0.138972523594868,3.08777227861711
"74","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Musama",94,2.07567596368558,0.93363450170159,3.4321029684947,1,0.0773271085447834,0.0812973942978798,2.54965797004802
"75","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Nkururo",73,2.18202891148774,0.898891050140491,4.24417394092877,1.36628389275435,0.152112461939355,0.050558332249223,3.08188241369837
"76","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Nyamiyaga",89,1.02851858206493,0.867550610718073,3.54997805812978,1,0.093281342583687,0.0932204515086315,3.07802197339469
"77","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Rubaya",103,2.59872044565191,1,5.57725669899875,1.81499186172334,0.120099508008167,0.137686497867659,2.46028292802069
"78","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Rugeshi",64,0.732731416950125,1,5.49221744814506,1.44855546276737,0.0813857731906903,0.103526436568835,3.28939859842968
"79","North","Amajyaruguru","Burera","Butaro","Nyamicucu","Rwemikore",70,0.391180189352516,0.932025105637634,4.18877318773603,1,0.0740746381266753,0.129189434297861,3.31242502449535
"80","North","Amajyaruguru","Burera","Butaro","Rusumo","Budogoro",78,2.44909480321645,0.944813884316142,4.23265776256298,1.03490181055807,0.138942537495725,0.181878845281473,3.32761284315196
"81","North","Amajyaruguru","Burera","Butaro","Rusumo","Butaro",141,0.96209746661453,0.887809330566573,6.58212882563971,3.14012314565423,0.0942843493249833,0.0993045372777916,3.58230430034109
"82","North","Amajyaruguru","Burera","Butaro","Rusumo","Buyanga",120,1.34932396533303,0.998663312087147,3.04437478114416,1,0.129170344262313,0.114981590884697,2.39707452284303
"83","North","Amajyaruguru","Burera","Butaro","Rusumo","Cyasenge",176,2.32864026963031,0.95774070085601,5.0837386592276,1.8245013838741,0.168735381429745,0.114680481211338,2.94881720195659
"84","North","Amajyaruguru","Burera","Butaro","Rusumo","Gitanda",71,2.08921262619152,0.931692361839851,5.44663158269073,1.39002930367876,0.159692460780025,0.0927692659527958,2.60918231855757
"85","North","Amajyaruguru","Burera","Butaro","Rusumo","Kabahura",100,0.830389926763371,0.899588518501818,5.18182361189626,1.47198453184019,0.120021792347244,0.0829907736945898,2.96294193085201
"86","North","Amajyaruguru","Burera","Butaro","Rusumo","Kabaya",97,2.27696436373077,1,6.00351488058198,2.33275313798897,0.0461481396475199,0.176710441994692,2.76956101509828
"87","North","Amajyaruguru","Burera","Butaro","Rusumo","Kabingo",99,0.909357160730851,0.973828868079123,4.27479699139682,1,0.0883998948271405,0.215727509459236,3.11297136049725
"88","North","Amajyaruguru","Burera","Butaro","Rusumo","Kamonyi",106,4.44838058444247,1,3.85114508996831,1,0.212993609273293,0.0562992362732343,3.06267670707759
"89","North","Amajyaruguru","Burera","Butaro","Rusumo","Kanyesogo",132,2.5877174930993,1,5.30241873634054,1.45697087934849,0.103312516768579,0.0901197370849689,2.7787926359687
"90","North","Amajyaruguru","Burera","Butaro","Rusumo","Mugari",112,3.29781012695632,0.972611461895411,5.86332898756012,2.51284874019009,0.17798747442669,0.0833366044017386,2.99137053316622
"91","North","Amajyaruguru","Burera","Butaro","Rusumo","Mugera",121,1.38679383804746,0.82463160043443,2.8593059947179,1,0.0668728132255495,0.141501016544002,3.3040559795843
"92","North","Amajyaruguru","Burera","Butaro","Rusumo","Mukeri",83,0.248065583892152,0.895650290391172,3.85080168733572,1,0.0971545702781411,0.195176503078998,3.25378024722259
"93","North","Amajyaruguru","Burera","Butaro","Rusumo","Musongati",58,2.25767336246508,0.90837076438267,6.74054664046516,4.33267328765128,0.0849351098809378,0.150979944367516,3.11714782409847
"94","North","Amajyaruguru","Burera","Butaro","Rusumo","Nyamiyaga",67,1.76359556009567,0.904157675717499,5.38457744293021,2.01603898971849,0.104511687491611,0.0343114381304115,3.69821386478579
"95","North","Amajyaruguru","Burera","Butaro","Rusumo","Runaba",98,2.27669436776705,0.945174507423863,6.37046704537659,3.35746412293829,0.136857270413415,0.0981290431119302,3.02404069404042
"96","North","Amajyaruguru","Burera","Cyanika","Gasiza","Bahimba",111,2.48258286003808,0.895883977701717,2.63167400068668,1,0.136792116399636,0.149925952570215,2.99118690205974
"97","North","Amajyaruguru","Burera","Cyanika","Gasiza","Gahirikiro",130,1.31074794645057,0.811860980440526,5.4071334552734,1.48038610045107,0.225046780931974,0.0455811290278176,3.24985407814408
"98","North","Amajyaruguru","Burera","Cyanika","Gasiza","Gashunguru",120,1.38690838985596,0.848974915848295,5.66887639938785,2.15198488380755,0.100060165064587,0.108674268891212,2.86518701109018
"99","North","Amajyaruguru","Burera","Cyanika","Gasiza","Kabona",107,2.20324706279297,0.911149992104239,4.90138314918317,1.14373138218688,0.108457078133115,0.129870384054995,2.41841025752655
"100","North","Amajyaruguru","Burera","Cyanika","Gasiza","Karisimbi",180,1.26623473566541,0.971576063099954,2.66136996940042,1,0,0.0668794880893129,3.39889873628139
"101","North","Amajyaruguru","Burera","Cyanika","Gasiza","Kaziguro",98,1.87373228856677,0.945320702539649,1.20297974273067,1,0.178539374400895,0.140044813117031,2.69399515381054
"102","North","Amajyaruguru","Burera","Cyanika","Gasiza","Nyamiyaga",131,2.44824851983948,0.899152610811399,3.82837494565795,1,0.10781759812082,0.209043097634148,3.30875113588563
"103","North","Amajyaruguru","Burera","Cyanika","Gasiza","Rwankongi",168,1.43867828154258,0.967469133403688,4.24331302110797,1,0.116705508926931,0.153392621750321,3.0815386170608
"104","North","Amajyaruguru","Burera","Cyanika","Gisovu","Gisovu",184,1.20436137964458,0.899883382443172,4.60498356702226,1,0.0628042523396079,0.139375773960191,3.68632298679921
"105","North","Amajyaruguru","Burera","Cyanika","Gisovu","Hanika",174,2.80711316942683,0.95310632361624,2.61974986598642,1,0.161599212154225,0.0911885040006793,2.69299855462844
"106","North","Amajyaruguru","Burera","Cyanika","Gisovu","Kamegeri",109,2.38460209068105,0.937953345044783,4.00324730430353,1.4277592661403,0.0392103460186685,0.119176005463907,3.03656263601309
"107","North","Amajyaruguru","Burera","Cyanika","Gisovu","Mataba",106,1.49284627052777,0.874513312532572,4.75102497312494,1.03824296835308,0.0584487496351638,0.183264456012925,3.37075616479752
"108","North","Amajyaruguru","Burera","Cyanika","Gisovu","Ruhimbi",139,2.08088957576936,1,6.00275326585485,3.0632488606817,0.169087214561617,0.0599397780141135,3.09276504535511
"109","North","Amajyaruguru","Burera","Cyanika","Gisovu","Rusenyi",90,2.14175086598513,0.86385396100226,7.53597632260043,4.05814979508592,0.0519874469995579,0.152827590056512,2.97313059630196
"110","North","Amajyaruguru","Burera","Cyanika","Gisovu","Rutango",108,2.21904002169319,0.870660423278935,3.4625057298956,1,0.140252032063368,0.145477144997027,2.59492420492201
"111","North","Amajyaruguru","Burera","Cyanika","Gisovu","Samiro",110,0.652124113378104,0.917260121918999,5.70300506342278,2.28512185925749,0,0.102597186841656,3.18425586137178
"112","North","Amajyaruguru","Burera","Cyanika","Kabyiniro","Butete",138,1.40066346396602,0.946743126888047,6.36095085165797,3.03269087642541,0.123106107902207,0.0650728363168391,3.34880865642901
"113","North","Amajyaruguru","Burera","Cyanika","Kabyiniro","Kabadari",150,1.3582811297891,0.930594364968859,4.3090278799568,1.36457441151489,0.169713602213599,0.180278553437985,3.23312472995135
"114","North","Amajyaruguru","Burera","Cyanika","Kabyiniro","Mbonabose",115,2.42756777411215,0.933930470659256,5.1195357199621,1.82287534747141,0.0679938309624345,0.0884380260863621,2.61337171000338
"115","North","Amajyaruguru","Burera","Cyanika","Kabyiniro","Mugarama",178,1.06466826842895,0.91478084962764,4.64032263999018,1,0.0797399933877046,0.0837951985287806,3.4315887820502
"116","North","Amajyaruguru","Burera","Cyanika","Kabyiniro","Mugeshi",151,2.91751617895228,0.897934844290543,7.58334790785629,3.79244496022708,0.183595152083571,0.102591655641977,3.13587398679631
"117","North","Amajyaruguru","Burera","Cyanika","Kabyiniro","Nkiriza",158,3.68457455094764,1,2.82297743289957,1,0.112912805960794,0.104074409407249,2.49245156313354
"118","North","Amajyaruguru","Burera","Cyanika","Kabyiniro","Nyagisenyi",143,2.06093984188595,1,4.55178450378317,1,0.0499237594037479,0.135189101504617,3.05131208635314
"119","North","Amajyaruguru","Burera","Cyanika","Kabyiniro","Zindiro",145,3.40147363950533,0.964189746346136,2.88970921663423,1,0.0843534477003393,0.134733244980413,2.66144047873126
"120","North","Amajyaruguru","Burera","Cyanika","Kagitega","Gasebeya",140,0.910680773557652,0.840521465277286,3.02827649691767,1,0.114349894171017,0.0925713029619629,3.45811727437836
"121","North","Amajyaruguru","Burera","Cyanika","Kagitega","Kabaya",144,2.69717386522973,0.940143550039515,3.45090250818359,1,0.131198723623823,0.199239980403776,2.30766311030365
"122","North","Amajyaruguru","Burera","Cyanika","Kagitega","Kagerero",155,0.740587253823747,0.893794209105474,4.69229429425993,1.60521752450696,0.110006850770993,0,3.36593779912393
"123","North","Amajyaruguru","Burera","Cyanika","Kagitega","Karambo",137,1.08812886305371,1,4.42949627687603,1,0.023107785282421,0.03230724964538,3.08013772213532
"124","North","Amajyaruguru","Burera","Cyanika","Kagitega","Kidaho",248,1.28762502956126,0.996703143656075,4.14037105994408,1,0.161795423870561,0.0977525852222234,3.64405562379777
"125","North","Amajyaruguru","Burera","Cyanika","Kagitega","Munini",196,1.08892282445009,0.967470067833382,6.03364450873168,2.08900860818091,0.102910294663113,0.09611859293282,3.4622575459613
"126","North","Amajyaruguru","Burera","Cyanika","Kagitega","Ntarama",157,1.05701412914504,1,4.93686236646004,1.29221320373441,0.146362901553065,0.175000537169683,3.39886567814779
"127","North","Amajyaruguru","Burera","Cyanika","Kagitega","Sirwa",155,1.09306154660202,0.944228792994274,3.44363520900656,1,0.0829361765782442,0.0878383956804208,2.98493771492587
"128","North","Amajyaruguru","Burera","Cyanika","Kamanyana","Gasiza",152,2.566232562671,0.829627952652815,2.60172281384706,1,0.019498369323795,0.189791737256276,3.40256994048691
"129","North","Amajyaruguru","Burera","Cyanika","Kamanyana","Gasovu",123,2.80700214582037,0.912860285242658,2.97712809301834,1,0.0932439655294398,0.0888514900546777,2.92229917504698
"130","North","Amajyaruguru","Burera","Cyanika","Kamanyana","Kabira",133,2.18409166303166,1,6.97375637236658,3.39495617659099,0.079591639444328,0.149549718873365,2.51425322817705
"131","North","Amajyaruguru","Burera","Cyanika","Kamanyana","Kavunda",105,1.97156414531187,0.897223859728821,5.71967854420389,1.79831203504153,0.107220607828542,0.0575767559592676,3.06042775583029
"132","North","Amajyaruguru","Burera","Cyanika","Kamanyana","Kibaya",111,1.69671319169431,0.939496502936224,8.8677222793991,5.6560678034188,0.0408690449281015,0.168557397294513,3.45553764986646
"133","North","Amajyaruguru","Burera","Cyanika","Kamanyana","Majyambere",134,2.58110096849493,0.7994901746033,3.84452901180732,1,0.0863281138748147,0.233249213117543,2.74436810631824
"134","North","Amajyaruguru","Burera","Cyanika","Kamanyana","Nyarutosho",132,1.83399409719786,0.935787758822974,3.1882798556193,1,0.164800705008366,0.0955010257308422,2.67096293546364
"135","North","Amajyaruguru","Burera","Cyanika","Kamanyana","Runyenkanda",212,2.16039780068741,1,5.75543746281092,1.97458177506859,0.150172137743296,0.214405284727138,2.58959504909656
"136","North","Amajyaruguru","Burera","Cyanika","Kamanyana","Ryabiteyi",136,2.06370517709402,0.905435461673732,4.30995284185241,1,0.112377732971486,0.119698477522569,2.98142627584922
"137","North","Amajyaruguru","Burera","Cyanika","Nyagahinga","Bisura",113,2.46829808935856,1,4.44699401136681,1,0.178346018416162,0.141270291485979,2.87084950454495
"138","North","Amajyaruguru","Burera","Cyanika","Nyagahinga","Gahama",117,2.81263151797032,0.948687047988485,7.43046939101773,4.04211388295681,0.10794193632389,0.0953848129216812,3.27070131278863
"139","North","Amajyaruguru","Burera","Cyanika","Nyagahinga","Gahonga",108,2.97659184257203,0.924092860420159,4.39580577482602,1.16226305406462,0.0657882078009518,0.129669480778794,2.93180981187332
"140","North","Amajyaruguru","Burera","Cyanika","Nyagahinga","Gakenke",133,2.18373960212221,0.972622680196266,7.88808487520648,4.29272487307552,0.132306694426203,0.0897599214117614,3.40682191682582
"141","North","Amajyaruguru","Burera","Cyanika","Nyagahinga","Kabande",94,3.89197093827036,0.83481987048057,3.83564404698607,1,0.217875085790938,0.107753076615282,2.6474803881204
"142","North","Amajyaruguru","Burera","Cyanika","Nyagahinga","Kabyimana",122,1.70962039480219,0.894352881416033,7.02300502965524,3.96730751903589,0.084570745942046,0.0741500037459769,3.10706195851423
"143","North","Amajyaruguru","Burera","Cyanika","Nyagahinga","Kanyabaranzi",146,2.96634302388712,0.934659571335749,5.5486915508811,2.75268099238165,0.120230523505193,0.0926576529397441,2.97708600178218
"144","North","Amajyaruguru","Burera","Cyanika","Nyagahinga","Kebero",138,2.82607407519287,0.851653095648332,3.89132719674797,1.14326510339582,0.0757483399956786,0.280644253745381,3.11743208661834
"145","North","Amajyaruguru","Burera","Cyanika","Nyagahinga","Mashango",161,2.76300309811024,0.922697574244388,2.65524136423432,1,0.193809083019086,0.0528137302258847,3.13808029431697
"146","North","Amajyaruguru","Burera","Cyanika","Nyagahinga","Musave",164,3.32196314959832,0.875656609808987,6.48625644926138,3.75515278838512,0.0926433266855554,0.196337190180404,2.66203652355668
"147","North","Amajyaruguru","Burera","Cyanika","Nyagahinga","Ruko",157,1.86842743853431,1,5.23644483434169,2.30975353803341,0.028972172953853,0.154764931772947,3.08999697562891
"148","North","Amajyaruguru","Burera","Cyeru","Butare","Butare",164,2.18780190461816,0.877393980078441,3.92853788503088,1,0.157060617514523,0.0582409846597989,3.10180210936506
"149","North","Amajyaruguru","Burera","Cyeru","Butare","Gatare",174,1.18924213940647,1,3.91121612057144,1,0.11677909864003,0.146925984112788,2.97873631699097
"150","North","Amajyaruguru","Burera","Cyeru","Butare","Kamata",109,0.778601284719682,0.961554830693389,5.39180823541647,1.41432732288378,0.0460163199060625,0.104254051269293,3.328795616984
"151","North","Amajyaruguru","Burera","Cyeru","Butare","Kamonyi",144,1.84906940869203,0.907542195563838,4.63230579441807,1.21121068708693,0.123690399855634,0.1921483284337,2.87800384739272
