"","Prov.Name","Province","District","Secteur","Cellule","Village","HH","Dist.Water","Vaccinated","HH.Size","HH.Size.Adult","Prim.School.M","Prim.School.F","Birth.Weight","Strat.Size","Weight"
"2053","North","Amajyaruguru","Musanze","Muko","Songa","Kibuye",150,2.58156390205864,0.973765556549373,3.81726587285139,1,0.118342179450377,0.0801643774243827,2.97583315376878,2741,23.3444
"246","North","Amajyaruguru","Burera","Gitovu","Mariba","Rusuzuma",94,2.07648552544308,0.950602954377021,3.03724858994121,1,0.133807989198757,0.158519684782129,2.8747124712145,2741,37.2517021276596
"1074","North","Amajyaruguru","Gakenke","Nemba ","Gisozi ","Karukara ",188,2.14087805253026,0.893629266314844,6.24008040905139,2.92215395019236,0.174845365441925,0.0133948935150572,2.85926664913434,2741,18.6258510638298
"1371","North","Amajyaruguru","Gicumbi","Kaniga","Bugomba","Ryakabanda",97,1.70985961907489,0.889154294347993,7.20346910319276,3.6232113455031,0.0894680325491568,0.102766127593128,3.05961811653006,2741,36.099587628866
"2700","North","Amajyaruguru","Rulindo","SHYORONGI","RUBONA","NYABITARE",158,1.35643248656359,0.879781739138581,3.69213271862528,1,0,0.106418773365101,3.30821267379695,2741,22.1624050632911
"1056","North","Amajyaruguru","Gakenke","Muzo ","Rwa ","Nyarubande ",96,1.55789722808816,0.920902785781448,3.1606149867883,1,0.104037796631035,0.0302491936564299,3.30057726463984,2741,36.475625
"2006","North","Amajyaruguru","Musanze","Muhoza","Kigombe","Kavumu",239,1.87706582421188,0.907769336581767,7.11304454411079,4.16893991594821,0.190286131831548,0.100311406534767,3.23981748105453,2741,14.6512970711297
"1940","North","Amajyaruguru","Musanze","Kimonyi","Birira","Kabagoyi",124,1.13667700053903,1,3.4180768578854,1,0.131391404681076,0.101584046539972,3.35161890220218,2741,28.2391935483871
"1888","North","Amajyaruguru","Musanze","Gacaca","Kabirizi","Mata",335,1.09140182367369,0.99097866462233,6.92545898132205,3.28411025400748,0.132316570636455,0.0427293308063442,3.55711909439042,2741,10.4527164179104
"1029","North","Amajyaruguru","Gakenke","Muzo ","Kiryamo ","Akamagaju ",115,2.13100871620569,0.859355120461112,6.54845951455408,3.26030722062195,0.13126449453879,0.146958072918215,3.25003125939395,2741,30.4492173913044
"437","North","Amajyaruguru","Burera","Rugarama","Karangara","Rukiko",148,3.06907743684788,1,4.81951103800134,1.61625762320379,0.0948626051574248,0.279537767217643,3.10589764543361,2741,23.6598648648649
"4299","South","Amajyepfo","Muhanga","Nyabinoni","Nyarusozi","Kamahoro",206,0.0783544631525837,0.933285082627324,7.58173955554687,3.30403855552943,0.0475989421712208,0.0744276854855846,3.79860316688435,3512,23.9141747572816
"3446","South","Amajyepfo","Huye","Kinazi","Sazange","Butare",166,2.45047425438899,0.926601481741694,3.45967017625451,1,0.140725552071974,0.0591768898023159,2.70810350254783,3512,29.6766265060241
"5397","South","Amajyepfo","Nyaruguru","Busanze","Nkanda","Mutobo",197,2.58970314585095,0.813193526655301,3.75960112823357,1,0.230130172409505,0.0897861081042713,3.1277220217077,3512,25.0067005076142
"3432","South","Amajyepfo","Huye","Kinazi","Gahana","Sogwe",173,1.07304995257295,0.849039239149396,5.01935958123443,1.1031875203939,0.189022696612291,0.0931990828165857,3.22712836935015,3512,28.475838150289
"4036","South","Amajyepfo","Kamonyi","Rukoma","Bugoba","Bugoba",160,2.00301246719621,0.887364550618851,7.05503150773565,4.15956588892226,0.112335838258863,0.0513187899715025,3.13900243871647,3512,30.7895
"5626","South","Amajyepfo","Nyaruguru","Nyabimata","Ruhinga","Ruhinga",153,2.27229232753738,0.898355238621595,4.50288937548698,1,0.0326744857722438,0.0806631250760571,3.22356740042245,3512,32.1981699346405
"5684","South","Amajyepfo","Nyaruguru","Ruramba","Giseke","Tugogo",172,2.62989754809183,0.846211180217292,4.88044554513572,2.00127789102845,0.0960364941298076,0.111189743725364,2.90098671504084,3512,28.6413953488372
"4067","South","Amajyepfo","Kamonyi","Rukoma","Remera","Mbizi",73,1.16553776785553,0.890626519931573,3.6930593833265,1,0.117036896652868,0.0965120153566071,3.56962605719019,3512,67.4838356164384
"4320","South","Amajyepfo","Muhanga","Nyamabuye","Gitarama","Gitarama",290,1.29754207676268,0.957740110976434,5.43229580777349,2.1368016166096,0.168247748690006,0.0747078610639813,3.11930729492492,3512,16.9873103448276
"4899","South","Amajyepfo","Nyamagabe","Tare","Gasarenda","Kagarama",253,1.0943618324041,0.98763450180355,4.60988204493075,1,0.126012464609906,0.138891982888348,3.37546906461604,3512,19.4716205533597
"3731","South","Amajyepfo","Huye","Simbi","Mugobore","Kigarama",106,2.56899917360719,0.945944003749201,1.25353653489905,1,0.0522289697412429,0.0589504639483738,3.02784902860798,3512,46.4747169811321
"2872","South","Amajyepfo","Gisagara","Kibirizi","Muyira","Akayohani",77,2.23699723839261,0.881917479542981,2.9768079054982,1,0.0559176425178558,0.124220255253775,2.89791709299111,3512,63.9781818181818
"3536","South","Amajyepfo","Huye","Mukura","Bukomeye","Sata",123,2.14828889825707,1,3.78361525649283,1,0.0893936766119914,0.131828583163388,2.89875479175639,3512,40.0513821138211
"4028","South","Amajyepfo","Kamonyi","Rugarika","Nyarubuye","Ruhogo",177,2.56207940511787,0.968598788134026,2.47122972388594,1,0.107314260290041,0.0936174639925601,3.07139769666499,3512,27.8323163841808
"4850","South","Amajyepfo","Nyamagabe","Mushubi","Gashwati","Bweramana",139,2.2672341189514,0.938023143130992,4.58051425855978,1.03459535510684,0.120690187722667,0.0916167435768564,2.9950498129937,3512,35.4411510791367
"4518","South","Amajyepfo","Nyamagabe","Gasaka","Ngiryi","Kitazigurwa",229,2.60250814286753,0.962422890674213,2.98077439630887,1,0,0.0764313005915966,2.89603286472137,3512,21.5123144104803
"4201","South","Amajyepfo","Muhanga","Kibangu","Ryakanimba","Nyamugali",83,1.38130580426305,0.976199490844218,3.25562712596749,1,0,0.095282571952932,3.36165699044693,3512,59.3532530120482
"6234","South","Amajyepfo","Ruhango","Ruhango","Rwoga","Kabambati",87,1.82622099630263,0.98371924100089,2.87834078606974,1,0.211181752996594,0.117236607150437,3.52551207617327,3512,56.624367816092
"3427","South","Amajyepfo","Huye","Kinazi","Byinza","Rwerinka",181,1.96904471568526,0.891987035930081,3.78393431936736,1,0.0872027006485433,0.128227424665905,2.92552390888158,3512,27.2172375690608
"4393","South","Amajyepfo","Muhanga","Rugendabari","Kibaga","Kiduha",172,1.6263117853363,0.968480890996795,4.38512643161827,1.24351104566853,0.0880784821171478,0.0766161099994721,3.32209128846667,3512,28.6413953488372
"5405","South","Amajyepfo","Nyaruguru","Busanze","Nteko","Nyarusange",209,3.20926111703205,0.916470755338671,4.81390642398445,1.01346954949361,0.114812759546436,0.15081335506296,2.4701871133443,3512,23.5709090909091
"4033","South","Amajyepfo","Kamonyi","Rugarika","Sheli","Karehe",319,1.9186782928272,0.91788955434595,4.20653025636755,1,0.0515881042693363,0.133488146924685,3.23413638334988,3512,15.4430094043887
"5391","South","Amajyepfo","Nyaruguru","Busanze","Kirarangombe","Gitwe",243,1.94283095577024,0.960142958248738,5.96269368578112,2.87947680012504,0,0.118835852774556,3.3514721112859,3512,20.2729218106996
"3787","South","Amajyepfo","Kamonyi","Gacurabwenge","Gihinga","Ryabitana",315,2.39153983596349,0.934534088352403,5.60217293433943,2.28908677851475,0.121818041928625,0.114094880438708,3.29050477646844,3512,15.6391111111111
"6075","South","Amajyepfo","Ruhango","Mwendo","Nyabibugu","Ryakabunga",132,2.6345408941384,0.98180614311625,6.31618873958717,2.35698685842441,0.0296316169711778,0.0852217968665449,3.03201832270283,3512,37.3206060606061
"5744","South","Amajyepfo","Ruhango","Bweramana","Murama","Kigarama",154,1.22943728631689,0.945275164632702,2.71913491250074,1,0.150442426657418,0.0780323796253908,3.33573648822738,3512,31.9890909090909
"5441","South","Amajyepfo","Nyaruguru","Cyahinda","Rutobwe","Rugarama",233,2.47020882106415,0.98569352412101,4.05692090257639,1,0.091723216472697,0.106644093500138,2.86114440673005,3512,21.1430042918455
"3529","South","Amajyepfo","Huye","Mukura","Bukomeye","Bweramana",140,2.07455880611984,0.907295908428225,4.61647359744721,1.67136275992614,0,0.0947203535645883,3.07622877883405,3512,35.188
"4076","South","Amajyepfo","Kamonyi","Runda","Gihara","Kabasanza",282,2.64757682378501,0.889181473403749,5.36520611686852,1.28085037719497,0.237590811742951,0.107723928417296,3.44610489705426,3512,17.469219858156
"3967","South","Amajyepfo","Kamonyi","Nyamiyaga","Mukinga","Nyamahuru",170,1.16824586438028,1,2.21811691601785,1,0.139009545240799,0.106930651213328,3.13242426130929,3512,28.9783529411765
"3598","South","Amajyepfo","Huye","Ngoma","Ngoma","Ngoma VI",97,1.86341279262842,0.975930084421341,4.44823825682962,1,0.0799857301149933,0.0623019817893094,3.34755785749264,3512,50.7868041237113
"3511","South","Amajyepfo","Huye","Mbazi","Rugango","Kanzeyi",80,1.68156517559292,0.874993673133239,5.18048046320623,1.5860708271658,0.0997118152384083,0.07784481472249,2.92761535066536,3512,61.579
